Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000273387	ENSG00000273387	-2.32195518509798	0.00698810563994343	M1_vs_M0	HSALNG0134940	anti_sense	Q75	hsa-miR-762,hsa-miR-4447,hsa-miR-4505,hsa-miR-6735-5p	Fev/fec ratio,-	SELENOM	HS3ST1
ENSG00000290418	TPTEP1	-1.09207327384672	1.45496689073423e-10	M1_vs_M0	HSALNG0133819	integenic	Not conserved	NA	-	IL17RA	DBNDD1
ENSG00000237797	MACORIS	-1.84892386088313	0.00112322463209492	M1_vs_M0	HSALNG0077098	integenic	Q50	NA	Waist-hip ratio; Sex interaction measurement; Age at assessment; Bmi-adjusted waist-hip ratio	ARHGAP12	TNFRSF12A
ENSG00000261468	ENSG00000261468	-2.22451947136739	3.2025112701644e-4	M1_vs_M0	HSALNG0024922	integenic	Not conserved	hsa-miR-6165	NA	TGFBR2	MAP3K9
ENSG00000175061	SNHG29	-1.07805611325896	3.42469668490148e-39	M1_vs_M0	HSALNG0114857	anti_sense	Q50	hsa-miR-762,hsa-miR-4520-5p,hsa-miR-6773-5p	Parental longevity,-	TRPV2	BAIAP2L1
ENSG00000245552	LNCRNA-IUR	2.1541039088549	2.34698288462942e-5	M1_vs_M0	HSALNG0086562	anti_sense	Q90	hsa-miR-483-3p,hsa-miR-619-5p,hsa-miR-3960	Mean reticulocyte volume; Mean corpuscular hemoglobin concentration; Mean corpuscular hemoglobin; Mean corpuscular volume; Red blood cell density measurement; Erythrocyte count,Red blood cell distribution width,Eosinophil count,Common carotid intimal medial thickness,-	ENDOD1	AGK
ENSG00000286207	ENSG00000286207	1.16398975407325	2.21283026149797e-6	M1_vs_M0	HSALNG0146630	anti_sense	Q50	NA	NA	PRPF40A	ARSD
ENSG00000276851	ENSG00000276851	-4.89372710589458	0.0337847077046738	M1_vs_M0	HSALNG0117249	integenic	Q50	NA	NA	PDK2	PNPLA4
ENSG00000281162	LINC01127	-1.95579021145334	1.7932966989187e-5	M1_vs_M0	HSALNG0017393	integenic	Q50	hsa-miR-939-3p,hsa-miR-6728-3p,hsa-miR-6737-3p	Eosinophil count,Protein measurement,St2 protein measurement,Neutrophil count,-	IL1R2	PRSS21
ENSG00000254027	LNMICC	-1.29653029673446	7.2098755882822e-4	M1_vs_M0	HSALNG0066560	anti_sense	Not conserved	hsa-miR-3195,hsa-miR-4508	-	PMP2	MARK4
ENSG00000267197	ENSG00000267197	2.18433575249791	0.0255442293234415	M1_vs_M0	HSALNG0123939	sense	Not conserved	NA	NA	KEAP1	DLEC1
ENSG00000224137	LINC01857	-1.37174673344566	2.6915483992853798e-42	M1_vs_M0	HSALNG0021881	integenic	Q50	hsa-miR-619-5p,hsa-miR-1285-3p,hsa-miR-6089	-	CCNYL1	LDAF1
ENSG00000233834	MACC1-DT	5.98278267225494	2.1084304255032e-4	M1_vs_M0	HSALNG0056475	anti_sense	Q50	hsa-miR-204-3p	Response to antineoplastic agent; Response to etoposide,-	ITGB8	ANGEL1
ENSG00000262370	ENSG00000262370	1.10932049955517	2.86799620998105e-22	M1_vs_M0	HSALNG0109115	anti_sense	Not conserved	hsa-miR-4329	Body height,-	ZSCAN10	ZC3H3
ENSG00000287123	ENSG00000287123	-4.01584780251702	2.95088725876294e-5	M1_vs_M0	HSALNG0146118	integenic	Q50	hsa-miR-619-5p,hsa-miR-4437,hsa-miR-6124,hsa-miR-6813-5p	-	SLC1A4	ZMYND11
ENSG00000259863	SH3RF3-AS1	-1.36028719879388	1.97256060433195e-10	M1_vs_M0	HSALNG0017770	anti_sense	Q50	NA	-	EDAR	AKAP11
ENSG00000274561	ENSG00000274561	1.51533760080037	0.0464884182619016	M1_vs_M0	HSALNG0118336	integenic	Not conserved	hsa-miR-762,hsa-miR-4281,hsa-miR-4481,hsa-miR-4787-5p,hsa-miR-5787,hsa-miR-6089,hsa-miR-6511a-3p,hsa-miR-6803-5p	Social interaction measurement; Loneliness measurement,-	AMZ2	TOMM34
ENSG00000290927	ENSG00000290927	2.80318469985117	8.79389091712431e-54	M1_vs_M0	HSALNG0110892	integenic	Not conserved	hsa-miR-210-5p,hsa-miR-320a-5p,hsa-miR-4289,hsa-miR-6132,hsa-miR-6722-3p,hsa-miR-6776-5p	-	KRBOX5	EIPR1
ENSG00000249069	LINC01033	-3.29348502509979	0.0128390146521508	M1_vs_M0	HSALNG0041819	sense	Q50	hsa-miR-204-3p,hsa-miR-619-5p,hsa-miR-6875-3p,hsa-miR-8485	Red blood cell distribution width,Reticulocyte count; Reticulocyte measurement; Red blood cell distribution width,Reticulocyte count; Reticulocyte measurement,Reticulocyte count,Cognitive decline measurement,Guanosine diphosphate measurement,Dna methylation,Protein measurement,-	HSPB3	ADSS2
ENSG00000205414	ENSG00000205414	-3.30729448063092	2.6228050946163902e-21	M1_vs_M0	HSALNG0144931	anti_sense	Q50	NA	NA	SNX20	RFC1
ENSG00000255197	ENSG00000255197	-1.46576262103324	1.0395640288506399e-42	M1_vs_M0	HSALNG0143174	anti_sense	Q90	NA	Alcohol consumption measurement	SPI1	PHKA2
ENSG00000234394	LINC03025	7.19087128581537	5.00260547469709e-8	M1_vs_M0	HSALNG0071679	sense	Q50	hsa-miR-762,hsa-miR-4447,hsa-miR-5787,hsa-miR-6124	-	PGM5	DKK3
ENSG00000291104	BTN2A3P	1.31240737342224	1.89444105629684e-6	M1_vs_M0	HSALNG0048771	integenic	Not conserved	NA	NA	BTN3A1	KCNQ1
ENSG00000205334	LINC01460	-3.44723486865412	0.0134642342529026	M1_vs_M0	HSALNG0146426	integenic	Q90	NA	C-reactive protein measurement; Sex hormone-binding globulin measurement; Igf-1 measurement; Serum gamma-glutamyl transferase measurement; Apolipoprotein b measurement; Low density lipoprotein cholesterol measurement; Total cholesterol measurement; Triglyceride measurement; Urate measurement,Triglyceride measurement; C-reactive protein measurement	SUPT7L	PHPT1
ENSG00000253320	MAILR	2.49203690122122	3.16862370018929e-29	M1_vs_M0	HSALNG0067488	integenic	Q50	NA	NA	ATP6V1C1	EIF2AK2
ENSG00000254528	FXYD6-AS1	-2.05670276392198	2.9535930367764e-4	M1_vs_M0	HSALNG0087478	anti_sense	Q50	NA	-	IL10RA	ATG5
ENSG00000234741	GAS5	-1.02836894159104	1.14296591643052e-25	M1_vs_M0	HSALNG0008545	anti_sense	Q50	hsa-miR-4292	Intelligence,Body height,Erythrocyte count,Hematocrit; Hemoglobin measurement,-,Red blood cell density measurement; Erythrocyte count	CENPL	PITHD1
ENSG00000226137	BAIAP2-DT	-1.69883649847656	4.02710695523546e-51	M1_vs_M0	HSALNG0119226	integenic	Not conserved	hsa-miR-3943	-	AATK	USP13
ENSG00000280303	ERICD	1.41199085267064	0.0244166351065663	M1_vs_M0	HSALNG0069026	anti_sense	Q50	hsa-miR-4526,hsa-miR-4656,hsa-miR-4749-3p,hsa-miR-6749-3p,hsa-miR-8072	Age-related hearing impairment	CHRAC1	GATB
