Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000269246	ENSG00000269246	-2.829254829771	0.00408553863313981	M1_vs_M0	HSALNG0125993	overlap_antisense,overlap_sense,anti_sense	Not conserved	hsa-miR-6089	Eotaxin measurement,Lung adenocarcinoma,Serum alanine aminotransferase measurement,Physical activity,-	GMFG	BAD
ENSG00000228221	LINC00578	-6.85693462390205	5.742752114742971e-9	M1_vs_M0	HSALNG0030898	integenic	Not conserved	hsa-miR-4505	NA	KCNMB2	BAD
ENSG00000272695	GAS6-DT	-1.84249474600479	1.77905864167674e-6	M1_vs_M0	HSALNG0099631	integenic	Q50	hsa-miR-1268b	NA	TMEM255B	NDUFAF7
ENSG00000290994	FAM86C2P	-1.46363947615146	9.7572458262546e-4	M1_vs_M0	HSALNG0085186	integenic	Not conserved	hsa-miR-619-5p	Hair colour measurement,Bmi-adjusted waist circumference,Bmi-adjusted waist circumference; Bmi-adjusted hip circumference,Bmi-adjusted hip circumference,Body height,Interleukin 18 measurement,Qrs duration,Sex interaction measurement,-	ALDH3B2	UPF1
ENSG00000236393	ENSG00000236393	-6.95563591643919	8.64714928517373e-10	M1_vs_M0	HSALNG0137402	integenic	Q75	NA	Mean platelet volume	ATP6AP2	THSD7A
ENSG00000203392	ENSG00000203392	-1.96664764134891	0.00454303757603524	M1_vs_M0	HSALNG0107312	anti_sense	Not conserved	NA	NA	SNX33	CROT
ENSG00000272823	ENSG00000272823	1.64983005088092	3.16810717851765e-8	M1_vs_M0	HSALNG0010765	anti_sense	Q90	hsa-miR-23a-5p,hsa-miR-6735-3p	Heart failure,Body height,Heel bone mineral density,Apolipoprotein b measurement,Urate measurement,Serum albumin measurement,Monocyte count,Neutrophil percentage of leukocytes,Leukocyte count,Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes,Eosinophil count; Basophil count,Lymphocyte count,Neutrophil count,Fetal hemoglobin measurement,C-reactive protein measurement; Vital capacity,C-reactive protein measurement; Total cholesterol measurement,-	RAB3GAP2	ITGA2B
ENSG00000251136	RIPK2-DT	4.25440328226819	4.27786008170103e-276	M1_vs_M0	HSALNG0066822	integenic	Q50	NA	Human papilloma virus infection; Oropharynx cancer,-	NBN	DBF4
ENSG00000277851	LINC02391	-2.51296411560493	0.0242890560718721	M1_vs_M0	HSALNG0143695	integenic	Not conserved	NA	Smoking behaviour measurement	BTG1	POMT2
ENSG00000229271	ENSG00000229271	1.82398240164028	0.0108527623092098	M1_vs_M0	HSALNG0024495	sense	Not conserved	NA	Response to opioid,-	DAZL	VTA1
ENSG00000253227	ENSG00000253227	-4.08291005466079	2.91608413572397e-5	M1_vs_M0	HSALNG0068255	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-1285-5p	NA	FER1L6	IFFO1
ENSG00000225963	ENSG00000225963	1.16781468099605	5.31825560806393e-5	M1_vs_M0	HSALNG0022854	anti_sense	Q50	hsa-miR-6089,hsa-miR-6763-5p	Subcutaneous adipose tissue measurement,Metabolic rate measurement,Serum non-albumin protein measurement,Obsessive-compulsive disorder; Obsessive-compulsive symptom measurement,-	SP140	SLC6A13
ENSG00000254102	BHLHE22-AS1	-2.72188154249135	3.3159665796427e-40	M1_vs_M0	HSALNG0065796	anti_sense	Q50	NA	Risk-taking behaviour,Systolic blood pressure,-	CYP7B1	TSPAN9
ENSG00000286162	ENSG00000286162	2.22545216534922	1.17224984485463e-30	M1_vs_M0	HSALNG0069800	integenic	Q50	NA	NA	PLGRKT	PPP5C
ENSG00000234311	ENSG00000234311	-3.62954926894227	5.72018803486409e-29	M1_vs_M0	HSALNG0081788	integenic	Q90	hsa-miR-574-5p,hsa-miR-6852-5p	Heel bone mineral density,Myopathy; Response to simvastatin,-	STK32C	EXTL3
ENSG00000254242	ENSG00000254242	-3.10069094046599	0.0161816612153929	M1_vs_M0	HSALNG0063740	integenic	Not conserved	hsa-miR-619-5p	Platelet count,Mean platelet volume	SH2D4A	SNAI2
ENSG00000288940	ENSG00000288940	-6.69493048388105	9.36339850240447e-8	M1_vs_M0	HSALNG0148071	integenic	Q90	hsa-miR-4268,hsa-miR-6089	-	PCDH7	VRK2
ENSG00000224478	ENSG00000224478	3.72715015451634	5.64192010939538e-7	M1_vs_M0	HSALNG0054727	integenic	Not conserved	hsa-miR-6089	Psoriasis vulgaris,Nicotine dependence symptom count; Depressive symptom measurement	FNDC1	SLC39A9
ENSG00000241886	ENSG00000241886	3.52413456401419	3.36224923020113e-8	M1_vs_M0	HSALNG0137207	sense	Q90	NA	-	GK	SLC39A9
ENSG00000248202	LINC02234	-4.40182968155971	8.69123765116153e-7	M1_vs_M0	HSALNG0043678	integenic	Q75	NA	Pr interval,Estradiol measurement,Loneliness measurement,Ovarian serous carcinoma; Ovarian carcinoma; Progression free survival,-	LNPEP	ANK1
ENSG00000233828	MIR4280HG	-6.60668230037788	3.2148038744347998e-24	M1_vs_M0	HSALNG0043286	integenic	Q50	hsa-miR-6503-3p	NA	CCNH	LRRC7
ENSG00000269399	ENSG00000269399	-1.42469806771474	3.2153624306253e-4	M1_vs_M0	HSALNG0124446	anti_sense	Not conserved	hsa-miR-6089	Eosinophil count,Leukocyte count	C19orf44	FBXO42
ENSG00000257595	LINC02356	-3.60537881109649	7.133222319402189e-11	M1_vs_M0	HSALNG0094035	integenic	Q75	hsa-miR-30b-3p,hsa-miR-3194-5p	Platelet count,Lean body mass,Eosinophil count; Neutrophil percentage of leukocytes; Lymphocyte percentage of leukocytes,Parental genotype effect measurement; Eosinophil count; Protein measurement; Intraocular pressure measurement; Systolic blood pressure; C-x-c motif chemokine 10 measurement; Hba1c measurement; Monokine induced by gamma interferon measurement; Preeclampsia; Rheumatoid arthritis; Peripheral arterial disease; Vitiligo,Triglyceride measurement; Epilepsy; Alcohol dependence measurement; Alcohol consumption measurement,Lymphocyte count,Diastolic blood pressure; Smoking status measurement; Systolic blood pressure,-	SH2B3	CLEC16A
ENSG00000255410	ENSG00000255410	-1.86929381418665	0.0257162721704021	M1_vs_M0	HSALNG0082460	anti_sense	Q90	hsa-miR-3620-5p,hsa-miR-4492,hsa-miR-1587,hsa-miR-4644,hsa-miR-6124	Platelet crit,Hemoglobin measurement,-	ILK	MTREX
ENSG00000275830	ENSG00000275830	-4.71279214343824	7.784629834369031e-15	M1_vs_M0	HSALNG0099354	integenic	Not conserved	hsa-miR-4472	Erosive tooth wear measurement,Cup-to-disc ratio measurement,Sleep duration,Igfbp-3 measurement,Diastolic blood pressure change measurement; Response to diuretic,-	COL4A1	RIPOR1
ENSG00000231889	TRAF3IP2-AS1	1.28163170895622	2.7151155380935e-4	M1_vs_M0	HSALNG0052788	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-4463,hsa-miR-6812-3p,hsa-miR-6886-3p,hsa-miR-10392-3p	Psoriatic arthritis,Abnormality of refraction,Triglyceride measurement; High density lipoprotein cholesterol measurement; Smoking behavior,Ulcerative colitis; Crohn's disease; Inflammatory bowel disease,Manic episode measurement; Depressive episode measurement,Non-melanoma skin carcinoma,Esophageal varices,Inflammatory bowel disease,C-reactive protein measurement,Attention deficit hyperactivity disorder; Antisocial behaviour measurement; Substance abuse,Psoriasis; Psoriatic arthritis; Psoriasis vulgaris,-,Balding measurement	MFSD4B	PHF23
ENSG00000221883	ARIH2OS	1.25702852994146	7.4668565331827e-4	M1_vs_M0	HSALNG0025886	anti_sense,sense	Q50	hsa-miR-619-5p,hsa-miR-6089	Platelet crit,-	SLC25A20	TNC
ENSG00000288156	ENSG00000288156	-1.61508058893551	1.7640412623677194e-43	M1_vs_M0	HSALNG0123151	intronic_sense	Not conserved	NA	-	NA	AIFM2
ENSG00000250159	PKD2L2-DT	-1.41944749903825	0.00530375614200574	M1_vs_M0	HSALNG0045129	integenic	Not conserved	NA	NA	FAM13B	RETSAT
