Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000273387	ENSG00000273387	-3.03199764747305	3.65152894120191e-6	M1_vs_M2	HSALNG0134940	anti_sense	Q75	hsa-miR-762,hsa-miR-4447,hsa-miR-4505,hsa-miR-6735-5p	Fev/fec ratio,-	SELENOM	HS3ST1
ENSG00000290418	TPTEP1	-1.2956609964889	1.56308548830487e-14	M1_vs_M2	HSALNG0133819	integenic	Not conserved	NA	-	IL17RA	DBNDD1
ENSG00000245552	LNCRNA-IUR	3.01309090265999	8.42780546022785e-7	M1_vs_M2	HSALNG0086562	anti_sense	Q90	hsa-miR-483-3p,hsa-miR-619-5p,hsa-miR-3960	Mean reticulocyte volume; Mean corpuscular hemoglobin concentration; Mean corpuscular hemoglobin; Mean corpuscular volume; Red blood cell density measurement; Erythrocyte count,Red blood cell distribution width,Eosinophil count,Common carotid intimal medial thickness,-	ENDOD1	AGK
ENSG00000254027	LNMICC	-1.64906008321988	4.5390378102908e-6	M1_vs_M2	HSALNG0066560	anti_sense	Not conserved	hsa-miR-3195,hsa-miR-4508	-	PMP2	MARK4
ENSG00000248932	COPB2-DT	-1.29928063197178	4.85497848740466e-5	M1_vs_M2	HSALNG0029337	integenic	Not conserved	hsa-miR-765	NA	MRPS22	CDKL5
ENSG00000203497	PDCD4-AS1	-1.06825835044016	0.0140666213677778	M1_vs_M2	HSALNG0080613	anti_sense	Q50	hsa-miR-6089	Aspartate aminotransferase measurement,-	BBIP1	DLEC1
ENSG00000267197	ENSG00000267197	3.7458241587493	0.00228027562006948	M1_vs_M2	HSALNG0123939	sense	Not conserved	NA	NA	KEAP1	DLEC1
ENSG00000257027	ENSG00000257027	1.47010053574224	4.6160422910762797e-11	M1_vs_M2	HSALNG0089164	integenic	Not conserved	NA	NA	CLEC2D	ZNF200
ENSG00000248323	LUCAT1	1.27595957823927	1.11727823909781e-14	M1_vs_M2	HSALNG0043427	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-4270,hsa-miR-4290,hsa-miR-5006-5p,hsa-miR-6089	Melanoma,Cervical carcinoma,Hematocrit,Red blood cell density measurement,Erythrocyte count,Body height,Uric acid measurement; Cystatin c measurement,Lean body mass,Hip geometry,Colorectal health,Adolescent idiopathic scoliosis,Colorectal cancer,-	ARRDC3	CALCOCO1
ENSG00000267397	ENSG00000267397	-2.11850151925916	0.0471470556739514	M1_vs_M2	HSALNG0120911	integenic	Not conserved	NA	NA	GALNT1	MDH1
