Ensembl_ID	Gene_symbol	Biotype	Comparison	logFC	FDR
ENSG00000000003	TSPAN6	protein_coding	M1_vs_M0	-0.428241818677408	0.216894981278514
ENSG00000000005	TNMD	protein_coding	M1_vs_M0	2.27734771238534	0.741108089787218
ENSG00000000419	DPM1	protein_coding	M1_vs_M0	0.774592584079031	6.75545374897916e-17
ENSG00000000457	SCYL3	protein_coding	M1_vs_M0	0.372908126596763	2.35219343716824e-4
ENSG00000000460	C1orf112	protein_coding	M1_vs_M0	-1.96337652363598	1.72623809097271e-17
ENSG00000000938	FGR	protein_coding	M1_vs_M0	-0.150611487907729	0.0986948595570543
ENSG00000000971	CFH	protein_coding	M1_vs_M0	9.66315141946373	8.16868883911688e-244
ENSG00000001036	FUCA2	protein_coding	M1_vs_M0	-0.18687835020985	0.0826336325905539
ENSG00000001084	GCLC	protein_coding	M1_vs_M0	0.612094882271475	4.43057476651714e-13
ENSG00000001167	NFYA	protein_coding	M1_vs_M0	-0.086788674571354	0.741108089787218
ENSG00000001460	STPG1	protein_coding	M1_vs_M0	-0.0927180924213501	1
ENSG00000001461	NIPAL3	protein_coding	M1_vs_M0	-0.782118314260132	4.56951796504115e-17
ENSG00000001497	LAS1L	protein_coding	M1_vs_M0	-1.11442771754527	6.98960477787967e-36
ENSG00000001561	ENPP4	protein_coding	M1_vs_M0	-0.412924669439804	0.00183505482943067
ENSG00000001617	SEMA3F	protein_coding	M1_vs_M0	0.607790049676951	0.00796769587602389
ENSG00000001626	CFTR	protein_coding	M1_vs_M0	-2.3502165240143	0.741108089787218
ENSG00000001629	ANKIB1	protein_coding	M1_vs_M0	1.51612052887053	1.1702259012941e-82
ENSG00000001630	CYP51A1	protein_coding	M1_vs_M0	-0.953765572545702	0.00107234589263967
ENSG00000001631	KRIT1	protein_coding	M1_vs_M0	-0.135784008352004	1
ENSG00000002016	RAD52	protein_coding	M1_vs_M0	-0.376447621029228	0.135752631490264
ENSG00000002079	MYH16	transcribed_unitary_pseudogene	M1_vs_M0	-3.20490896519535	0.443743095797276
ENSG00000002330	BAD	protein_coding	M1_vs_M0	-0.764946293182948	1.16675406580802e-8
ENSG00000002549	LAP3	protein_coding	M1_vs_M0	2.65771430194187	0
ENSG00000002586	CD99	protein_coding	M1_vs_M0	-1.90785218650618	3.9864056673464e-102
ENSG00000002587	HS3ST1	protein_coding	M1_vs_M0	1.53893298348468	0.0134240589652934
ENSG00000002726	AOC1	protein_coding	M1_vs_M0	-0.701657517304197	3.88610970837358e-8
ENSG00000002745	WNT16	protein_coding	M1_vs_M0	0.50376073492602	1
ENSG00000002746	HECW1	protein_coding	M1_vs_M0	9.30601835747476	2.68006091579096e-47
ENSG00000002822	MAD1L1	protein_coding	M1_vs_M0	0.43139769841361	0.178902720803207
ENSG00000002834	LASP1	protein_coding	M1_vs_M0	0.0269689713614728	1
ENSG00000002919	SNX11	protein_coding	M1_vs_M0	1.48054059517317	1.25627512298846e-75
ENSG00000002933	TMEM176A	protein_coding	M1_vs_M0	3.57641580741099	6.43465433729055e-11
ENSG00000003056	M6PR	protein_coding	M1_vs_M0	0.45061044304614	5.35966931347645e-11
ENSG00000003096	KLHL13	protein_coding	M1_vs_M0	-1.03604100298787	0.629113136959951
ENSG00000003137	CYP26B1	protein_coding	M1_vs_M0	-1.23155803189931	0.741108089787218
