Ensembl_ID	Gene_symbol	Biotype	Comparison	logFC	FDR
ENSG00000000003	TSPAN6	protein_coding	M2_vs_M0	-0.064706818723679	1
ENSG00000000005	TNMD	protein_coding	M2_vs_M0	0	1
ENSG00000000419	DPM1	protein_coding	M2_vs_M0	0.716113442751602	2.78525764820642e-10
ENSG00000000457	SCYL3	protein_coding	M2_vs_M0	-0.663353627971476	4.98178265330555e-7
ENSG00000000460	C1orf112	protein_coding	M2_vs_M0	-1.61364622550631	7.86775805786795e-12
ENSG00000000938	FGR	protein_coding	M2_vs_M0	0.86040854661337	3.54234996550192e-22
ENSG00000000971	CFH	protein_coding	M2_vs_M0	-2.14573483624317	0.884214907884795
ENSG00000001036	FUCA2	protein_coding	M2_vs_M0	0.526436721422405	6.72833294090072e-8
ENSG00000001084	GCLC	protein_coding	M2_vs_M0	-0.463394174265943	0.00162272037134331
ENSG00000001167	NFYA	protein_coding	M2_vs_M0	-0.52831081035967	6.30324820141248e-8
ENSG00000001460	STPG1	protein_coding	M2_vs_M0	-0.656008356910418	0.0298931081445429
ENSG00000001461	NIPAL3	protein_coding	M2_vs_M0	-0.909327721444619	3.14033037576034e-13
ENSG00000001497	LAS1L	protein_coding	M2_vs_M0	0.248878600568165	0.0398719981189256
ENSG00000001561	ENPP4	protein_coding	M2_vs_M0	-1.47845763086466	1.90080266036291e-19
ENSG00000001617	SEMA3F	protein_coding	M2_vs_M0	-0.877032983880517	0.00977256302489481
ENSG00000001626	CFTR	protein_coding	M2_vs_M0	-2.14359813934718	0.884214907884795
ENSG00000001629	ANKIB1	protein_coding	M2_vs_M0	-1.54121014667987	7.42370890794178e-27
ENSG00000001630	CYP51A1	protein_coding	M2_vs_M0	-2.8943954734649	4.45937729525627e-12
ENSG00000001631	KRIT1	protein_coding	M2_vs_M0	-0.187476379805328	0.978251944078758
ENSG00000002016	RAD52	protein_coding	M2_vs_M0	-0.645601433878484	0.00708666547167879
