Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000271119	ENSG00000271119	-5.7089683336692	0.00175498542135019	M2_vs_M1	HSALNG0039573	integenic	Not conserved	hsa-miR-7108-3p	-	NDUFS6	TSPAN6
ENSG00000228221	LINC00578	7.91080664151005	1.5154064849407e-16	M2_vs_M1	HSALNG0030898	integenic	Not conserved	hsa-miR-4505	NA	KCNMB2	BAD
ENSG00000269246	ENSG00000269246	4.10016819101357	4.61693136228339e-8	M2_vs_M1	HSALNG0125993	overlap_antisense,overlap_sense,anti_sense	Not conserved	hsa-miR-6089	Eotaxin measurement,Lung adenocarcinoma,Serum alanine aminotransferase measurement,Physical activity,-	GMFG	BAD
ENSG00000260063	ENSG00000260063	2.94753986989257	0.0141635442759244	M2_vs_M1	HSALNG0001922	anti_sense	Q90	NA	Heel bone mineral density,Body height; Serum alanine aminotransferase measurement; Platelet crit; Bilirubin measurement; Testosterone measurement; Total cholesterol measurement; Apolipoprotein b measurement; High density lipoprotein cholesterol measurement; Platelet count; Uric acid measurement; Triglyceride measurement; Alcohol consumption measurement; Sex hormone-binding globulin measurement; Metabolic syndrome; Alcohol drinking; Neutrophil count; Osteoprotegerin measurement; Protein measurement; Low density lipoprotein cholesterol measurement,Urate measurement,Hair colour measurement,Neutrophil percentage of leukocytes,-	GPN2	LAP3
ENSG00000272695	GAS6-DT	1.51865985098386	0.00191758747523441	M2_vs_M1	HSALNG0099631	integenic	Q50	hsa-miR-1268b	NA	TMEM255B	NDUFAF7
ENSG00000290994	FAM86C2P	2.38001660243141	2.68161575399986e-10	M2_vs_M1	HSALNG0085186	integenic	Not conserved	hsa-miR-619-5p	Hair colour measurement,Bmi-adjusted waist circumference,Bmi-adjusted waist circumference; Bmi-adjusted hip circumference,Bmi-adjusted hip circumference,Body height,Interleukin 18 measurement,Qrs duration,Sex interaction measurement,-	ALDH3B2	UPF1
ENSG00000230082	PRRT3-AS1	2.68624674664391	0.0208076143628376	M2_vs_M1	HSALNG0024078	anti_sense	Q50	NA	Blood protein measurement,-	CRELD1	MPO
ENSG00000253474	ENSG00000253474	-1.38537361517457	6.08689224764048e-5	M2_vs_M1	HSALNG0065166	integenic	Not conserved	hsa-miR-6089,hsa-miR-6760-5p	Blood metabolite measurement,Cognitive function measurement,Memory performance,Fat body mass,-	PPDPFL	KMT2E
ENSG00000251136	RIPK2-DT	-2.82094785932144	4.335283462457328e-140	M2_vs_M1	HSALNG0066822	integenic	Q50	NA	Human papilloma virus infection; Oropharynx cancer,-	NBN	DBF4
ENSG00000290105	ENSG00000290105	2.05431773471858	0.0143994192412206	M2_vs_M1	HSALNG0007790	anti_sense	Q90	hsa-miR-574-5p,hsa-miR-5586-5p,hsa-miR-6878-3p	Red blood cell density measurement,C-reactive protein measurement,Bilirubin measurement,-	SLAMF8	MARK4
ENSG00000277851	LINC02391	2.82074102316142	0.00850044087857323	M2_vs_M1	HSALNG0143695	integenic	Not conserved	NA	Smoking behaviour measurement	BTG1	POMT2
ENSG00000229271	ENSG00000229271	-6.29765861881588	3.28210744443274e-5	M2_vs_M1	HSALNG0024495	sense	Not conserved	NA	Response to opioid,-	DAZL	VTA1
ENSG00000225963	ENSG00000225963	-2.52001215233046	7.568790048027879e-12	M2_vs_M1	HSALNG0022854	anti_sense	Q50	hsa-miR-6089,hsa-miR-6763-5p	Subcutaneous adipose tissue measurement,Metabolic rate measurement,Serum non-albumin protein measurement,Obsessive-compulsive disorder; Obsessive-compulsive symptom measurement,-	SP140	SLC6A13
ENSG00000290082	ENSG00000290082	-2.61503001776521	0.00155361359192927	M2_vs_M1	HSALNG0115585	anti_sense	Not conserved	NA	NA	ABHD15	HFE
ENSG00000287287	ENSG00000287287	3.6445829323928	0.00212657388280279	M2_vs_M1	HSALNG0150805	intronic_antisense	Q50	hsa-miR-30b-3p	NA	FAM166B	LARS2
ENSG00000286162	ENSG00000286162	-1.13580442805129	8.95587133246132e-10	M2_vs_M1	HSALNG0069800	integenic	Q50	NA	NA	PLGRKT	PPP5C
ENSG00000234311	ENSG00000234311	2.41035730842463	1.01187227081478e-7	M2_vs_M1	HSALNG0081788	integenic	Q90	hsa-miR-574-5p,hsa-miR-6852-5p	Heel bone mineral density,Myopathy; Response to simvastatin,-	STK32C	EXTL3
ENSG00000250091	DNAH10OS	1.09323563778039	8.4189443699196e-4	M2_vs_M1	HSALNG0143752	anti_sense,sense	Q75	NA	Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Leukocyte count; Grip strength measurement,Hip circumference; Tourette syndrome; Appendicular lean mass,-,Body mass index,Lymphocyte count; Myeloid white cell count; Leukocyte count; Red blood cell density measurement; Erythrocyte count,Bmi-adjusted waist circumference; Apolipoprotein b measurement,Atrial fibrillation,Sex interaction measurement; Age at assessment; Bmi-adjusted waist-hip ratio	CCDC92	CLCA4
ENSG00000248019	FAM13A-AS1	-1.10050081298159	0.029429808088366	M2_vs_M1	HSALNG0035768	anti_sense	Q75	NA	Fev/fec ratio,-	HERC3	AGPS
ENSG00000288940	ENSG00000288940	6.55434606119903	2.16663346374786e-6	M2_vs_M1	HSALNG0148071	integenic	Q90	hsa-miR-4268,hsa-miR-6089	-	PCDH7	VRK2
ENSG00000241886	ENSG00000241886	-4.49660051710622	1.55030054319515e-7	M2_vs_M1	HSALNG0137207	sense	Q90	NA	-	GK	SLC39A9
ENSG00000224478	ENSG00000224478	-4.16857096603996	7.14321969001164e-6	M2_vs_M1	HSALNG0054727	integenic	Not conserved	hsa-miR-6089	Psoriasis vulgaris,Nicotine dependence symptom count; Depressive symptom measurement	FNDC1	SLC39A9
ENSG00000233828	MIR4280HG	5.97205925092946	9.09111093936899e-19	M2_vs_M1	HSALNG0043286	integenic	Q50	hsa-miR-6503-3p	NA	CCNH	LRRC7
ENSG00000253854	ENSG00000253854	-3.507248477747	5.08328232073263e-6	M2_vs_M1	HSALNG0066977	sense	Not conserved	NA	NA	CIBAR1	MAT2B
ENSG00000257595	LINC02356	4.82714424930132	2.51915861425246e-25	M2_vs_M1	HSALNG0094035	integenic	Q75	hsa-miR-30b-3p,hsa-miR-3194-5p	Platelet count,Lean body mass,Eosinophil count; Neutrophil percentage of leukocytes; Lymphocyte percentage of leukocytes,Parental genotype effect measurement; Eosinophil count; Protein measurement; Intraocular pressure measurement; Systolic blood pressure; C-x-c motif chemokine 10 measurement; Hba1c measurement; Monokine induced by gamma interferon measurement; Preeclampsia; Rheumatoid arthritis; Peripheral arterial disease; Vitiligo,Triglyceride measurement; Epilepsy; Alcohol dependence measurement; Alcohol consumption measurement,Lymphocyte count,Diastolic blood pressure; Smoking status measurement; Systolic blood pressure,-	SH2B3	CLEC16A
ENSG00000275830	ENSG00000275830	3.99123265451233	2.19050691260811e-7	M2_vs_M1	HSALNG0099354	integenic	Not conserved	hsa-miR-4472	Erosive tooth wear measurement,Cup-to-disc ratio measurement,Sleep duration,Igfbp-3 measurement,Diastolic blood pressure change measurement; Response to diuretic,-	COL4A1	RIPOR1
ENSG00000288156	ENSG00000288156	1.18839848179662	1.09054413944149e-15	M2_vs_M1	HSALNG0123151	intronic_sense	Not conserved	NA	-	NA	AIFM2
ENSG00000281005	LINC00921	1.19295182652646	0.0120224546199795	M2_vs_M1	HSALNG0109143	sense	Not conserved	hsa-miR-3925-3p	NA	NA	ARHGAP6
ENSG00000241163	LINC00877	1.93379369207533	0.00885751682047512	M2_vs_M1	HSALNG0026804	integenic	Not conserved	NA	Protein measurement	RYBP	ERCC8
ENSG00000237484	LINC01684	-3.4172404843166	7.91335873813992e-50	M2_vs_M1	HSALNG0147058	integenic	Not conserved	NA	-	JAM2	TNFRSF9
ENSG00000253522	MIR3142HG	-4.96222209564616	6.08457170849421e-101	M2_vs_M1	HSALNG0046249	integenic	Not conserved	NA	NA	PTTG1	NFE2L3
ENSG00000275202	ENSG00000275202	4.05473979627527	4.20251376052843e-110	M2_vs_M1	HSALNG0097019	anti_sense	Q75	hsa-miR-4268,hsa-miR-4280,hsa-miR-3960,hsa-miR-4707-5p	-	CAB39L	RRP12
ENSG00000288928	ENSG00000288928	-5.99749672832199	0.00125880327611209	M2_vs_M1	NA	NA	NA	NA	NA	HIF1A	LY75
ENSG00000203875	SNHG5	1.21893697574742	5.89141953840773e-21	M2_vs_M1	HSALNG0051708	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-6089	C-x-c motif chemokine 10 measurement,-	NA	KMT2C
ENSG00000261211	ENSG00000261211	-1.75128583620146	3.8085632273245e-4	M2_vs_M1	HSALNG0047833	integenic	Q75	hsa-miR-6833-3p	Reticulocyte count; Reticulocyte measurement,Bmi-adjusted hip circumference,-	F13A1	PUM2
ENSG00000249740	OSMR-DT	3.3802295788214	1.06408437125388e-14	M2_vs_M1	HSALNG0041294	anti_sense	Not conserved	hsa-miR-6873-3p	Waist-hip ratio; Bmi-adjusted waist-hip ratio,Gut microbiome measurement,Bmi-adjusted waist circumference,Reticulocyte count,Hemoglobin measurement,Colorectal adenoma,Retinal vasculature measurement,Psoriasis; Inflammatory bowel disease; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,Response to selective serotonin reuptake inhibitor,Hematocrit; Hemoglobin measurement; Erythrocyte count,Hematocrit,Erythrocyte count,Heart rate variability measurement; Response to antipsychotic drug,-	LIFR	LZTS1
ENSG00000222047	C10orf55	2.232852424696	0.00443714940537363	M2_vs_M1	HSALNG0078890	anti_sense,sense	Q75	NA	-	CAMK2G	GPBP1
ENSG00000240057	NEPRO-AS1	-2.41586277525539	7.46010169946021e-10	M2_vs_M1	HSALNG0028082	integenic	Q90	hsa-miR-296-3p	Telomere length,Myopia,Body height	GTPBP8	CA11
ENSG00000259953	LINC02977	1.44926165615092	1.69364714533925e-8	M2_vs_M1	HSALNG0073741	integenic	Not conserved	hsa-miR-619-5p	Physical activity	SUSD1	AHRR
ENSG00000286062	ENSG00000286062	-1.27569268783431	0.00377977715916381	M2_vs_M1	HSALNG0042332	integenic	Q75	hsa-miR-508-5p	Sepsis; Mortality,Systolic blood pressure,-	SGTB	TSPAN32
ENSG00000275582	ENSG00000275582	-5.61303585243516	0.00438663108251887	M2_vs_M1	HSALNG0128287	anti_sense	Not conserved	NA	-	RNF24	ATP2C2
ENSG00000261801	LOXL1-AS1	-3.46971786053977	0.00181146069256889	M2_vs_M1	HSALNG0107133	anti_sense	Q50	hsa-miR-3194-5p,hsa-miR-500b-3p,hsa-miR-4667-3p,hsa-miR-6089	Feeling """"fed-up"""" measurement,Body height,Bmi-adjusted waist circumference,Bmi-adjusted waist circumference; Body height,Exfoliation syndrome,-	STOML1	TNPO3
ENSG00000197503	LINC00477	-2.63429790499226	5.22135670549408e-17	M2_vs_M1	HSALNG0089868	integenic	Q50	NA	Cognitive decline measurement,Smoking status measurement,Neutrophil count,-	SOX5	NTN1
ENSG00000289318	ENSG00000289318	-5.06034547287021	1.82813988411444e-19	M2_vs_M1	HSALNG0006635	integenic	Not conserved	hsa-miR-4258,hsa-miR-4492,hsa-miR-3960,hsa-miR-6826-3p	NA	PPIAL4F	TP53BP1
ENSG00000277283	ENSG00000277283	2.57839801543008	6.60901036814698e-12	M2_vs_M1	HSALNG0094493	anti_sense	Not conserved	hsa-miR-1233-3p	NA	BICDL1	RHOA
ENSG00000248538	PPP1R3B-DT	4.42340001221512	6.94323693980649e-6	M2_vs_M1	HSALNG0063318	integenic	Q50	hsa-miR-6803-5p	NA	ERI1	PRKCZ
ENSG00000287301	ENSG00000287301	-3.85473729007161	1.569863322484e-4	M2_vs_M1	HSALNG0065526	integenic	Not conserved	hsa-miR-505-5p	-	FAM110B	LAPTM4A
ENSG00000272512	ENSG00000272512	-7.55436544989873	2.98160877701674e-11	M2_vs_M1	HSALNG0000065	integenic	Not conserved	NA	Apolipoprotein a 1 measurement,Parental longevity,-	HES4	FGF10
ENSG00000285728	ENSG00000285728	-1.37625331919158	3.307290745742e-4	M2_vs_M1	HSALNG0003014	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-1285-5p	-	CLDN19	DGCR2
ENSG00000261296	ENSG00000261296	-3.91553055728376	6.18533756696715e-5	M2_vs_M1	HSALNG0106417	integenic	Q50	NA	-	TLN2	CSNK2A2
ENSG00000260329	TMEM263-DT	2.73767932424175	0.00230650774681215	M2_vs_M1	HSALNG0093754	anti_sense	Q50	NA	Aging,Alkaline phosphatase measurement	MTERF2	ATP2B1
ENSG00000225953	SATB2-AS1	1.41669558310833	1.37100204360216e-6	M2_vs_M1	HSALNG0021423	anti_sense	Q90	hsa-miR-3620-5p	Body height; Cortical thickness,Body height; Mathematical ability,-	C2orf69	TRIP13
ENSG00000289127	ENSG00000289127	2.46656555164095	8.5036607168182e-4	M2_vs_M1	HSALNG0137342	integenic	Q90	NA	NA	MID1IP1	EPN2
ENSG00000255153	TOLLIP-DT	1.93007345098719	0.00673333022940658	M2_vs_M1	HSALNG0082091	integenic	Not conserved	hsa-miR-6069	NA	MUC5B	EPN2
ENSG00000230061	TRPM2-AS	-1.87217429099262	0.0328926555896896	M2_vs_M1	HSALNG0133533	anti_sense	Q50	hsa-miR-4486,hsa-miR-6888-5p,hsa-miR-7110-5p	-	TSPEAR	TFRC
ENSG00000287097	ENSG00000287097	-7.08901343215609	1.1343813811584e-40	M2_vs_M1	HSALNG0052955	integenic	Q50	NA	Serum igg glycosylation measurement,Dna methylation,Carotid artery intima media thickness,-	MARCKS	PANX2
ENSG00000237310	LINC03011	2.18232659033964	3.2478473358436e-18	M2_vs_M1	HSALNG0058603	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-4472,hsa-miR-6782-5p,hsa-miR-6803-5p,hsa-miR-6833-3p	-	TPST1	SMARCE1
ENSG00000235724	PSMD14-DT	-5.37929190782879	0.00393039254212768	M2_vs_M1	HSALNG0019993	integenic	Q90	NA	Intelligence; Unipolar depression	DPP4	FRY
ENSG00000257285	PRMT5-DT	-2.13054479598226	5.3933609331057e-4	M2_vs_M1	HSALNG0099989	anti_sense	Q50	NA	Self reported educational attainment; Household income,Self reported educational attainment; Cognitive function measurement,Self reported educational attainment,Fev/fec ratio,Hypertension,Intelligence,-	REM2	TSG101
ENSG00000288952	ENSG00000288952	-2.5344002749089	2.3739988521014e-4	M2_vs_M1	HSALNG0024203	integenic	Q50	NA	NA	TIMP4	CA12
ENSG00000198496	NBR2	-1.33376201628076	7.664698065372291e-9	M2_vs_M1	HSALNG0116616	anti_sense	Not conserved	hsa-miR-619-5p,hsa-miR-6089	Age at menopause,Neutrophil count,-	NBR1	TXK
ENSG00000235770	LINC00607	-2.90061108077428	3.2843235511819e-14	M2_vs_M1	HSALNG0022091	integenic	Not conserved	NA	-	MREG	VPS9D1
ENSG00000223478	ZDHHC12-DT	1.55817355539271	5.6531856353624e-4	M2_vs_M1	HSALNG0074656	anti_sense	Not conserved	hsa-miR-4492,hsa-miR-6799-5p	-	PKN3	CST7
ENSG00000246363	LINC02458	1.95318834921172	3.12340733997164e-22	M2_vs_M1	HSALNG0092935	integenic	Not conserved	NA	NA	DUSP6	NEBL
ENSG00000268516	ZNF8-DT	1.60888791421067	0.00391518240386098	M2_vs_M1	HSALNG0127940	anti_sense	Not conserved	hsa-miR-6769a-3p	Attention deficit hyperactivity disorder,-	A1BG	PPP2R5C
ENSG00000291202	ENSG00000291202	-1.52006218515431	5.02873765821281e-6	M2_vs_M1	HSALNG0036725	integenic	Not conserved	hsa-miR-1285-3p	NA	PDE5A	EDN1
ENSG00000279873	LINC01126	-3.22557217510997	0.00704807258586308	M2_vs_M1	HSALNG0014530	anti_sense	Q75	hsa-miR-663a,hsa-miR-4685-3p,hsa-miR-4749-3p,hsa-miR-6819-3p,hsa-miR-8485,hsa-miR-10392-3p	Neutrophil count; Intraocular pressure measurement; Creatinine measurement; Appendicular lean mass; Bmi-adjusted waist-hip ratio; Reticulocyte measurement,Bmi-adjusted waist-hip ratio; Myocardial infarction,-	PLEKHH2	XRCC5
ENSG00000177335	LINC02904	-2.6046369972569	2.5593453302208e-22	M2_vs_M1	HSALNG0069224	integenic	Not conserved	hsa-miR-210-5p,hsa-miR-326,hsa-miR-331-3p,hsa-miR-939-3p,hsa-miR-4292,hsa-miR-1343-3p,hsa-miR-6735-5p	-	LY6E	KIF22
ENSG00000232453	LINC02777	1.82495625478374	0.00424573854368367	M2_vs_M1	HSALNG0003962	integenic	Not conserved	NA	Bmi-adjusted hip circumference,-	JUN	DDX1
ENSG00000286333	ENSG00000286333	4.5527662354618	4.3243905600745694e-11	M2_vs_M1	HSALNG0102303	anti_sense	Q50	hsa-miR-4254	C-reactive protein measurement; Alkaline phosphatase measurement,C-reactive protein measurement; Sex hormone-binding globulin measurement; Alkaline phosphatase measurement; Testosterone measurement; Aspartate aminotransferase measurement,C-reactive protein measurement,Lysine measurement,-	DPF3	MID2
ENSG00000291155	CT75	-5.87182598117873	2.4807450519507e-4	M2_vs_M1	HSALNG0022522	integenic	Q50	hsa-miR-4308,hsa-miR-4467,hsa-miR-3960	Susceptibility to scarlet fever measurement,-	SGPP2	TDRD3
ENSG00000228350	LINC02585	3.64201771382506	0.00294447268581293	M2_vs_M1	HSALNG0025865	anti_sense	Q75	hsa-miR-619-5p,hsa-miR-6089,hsa-miR-6803-5p	Intelligence; Body mass index; Bmi-adjusted waist circumference; Ccl2 measurement; Myocardial infarction,Cognitive function measurement; Mathematical ability,Anorexia nervosa; Unipolar depression,-	ATRIP	NUFIP1
ENSG00000214922	HLA-F-AS1	-2.362452674845	0.00116343675542663	M2_vs_M1	HSALNG0049088	anti_sense	Not conserved	hsa-miR-575,hsa-miR-8485	Age at menopause,Cytokine measurement,Psoriatic arthritis,Bmi-adjusted waist-hip ratio; Hodgkins lymphoma, mixed cellularity,Lung carcinoma,Bmi-adjusted hip circumference,Self reported educational attainment; Cognitive function measurement,Urate measurement,-	ZFP57	SLC27A5
ENSG00000264456	ENSG00000264456	-2.05834292302635	5.3611210673277e-6	M2_vs_M1	HSALNG0115675	intronic_sense	Not conserved	hsa-miR-6089	NA	RNF135	FAM234B
ENSG00000237187	NR2F1-AS1	1.50895171211057	3.25201585511956e-7	M2_vs_M1	HSALNG0043533	anti_sense	Q90	NA	-	FAM172A	SCAMP1
ENSG00000235513	L3MBTL2-AS1	-3.07404480516719	2.42663883496009e-69	M2_vs_M1	HSALNG0135617	anti_sense	Q75	hsa-miR-6731-5p	Anorexia nervosa; Autism spectrum disorder; Depressive symptom measurement; Obsessive-compulsive disorder; Attention deficit hyperactivity disorder; Unipolar depression; Bipolar disorder; Tourette syndrome; Neuroticism measurement,Neuroticism measurement,Breast carcinoma,Red blood cell distribution width,Mood instability measurement,Anxiety measurement; Neuroticism measurement,Depressive symptom measurement; Unipolar depression; Wellbeing measurement; Bipolar disorder; Neuroticism measurement,-	CHADL	TTC39A
ENSG00000261798	ENSG00000261798	1.77180001780276	1.5725923966531e-8	M2_vs_M1	HSALNG0002807	integenic	Q75	hsa-miR-619-5p,hsa-miR-659-5p,hsa-miR-6089,hsa-miR-1273h-5p	Hemorrhoid,-	PPIE	RAD54L
ENSG00000289070	ENSG00000289070	3.92781193468297	1.7004833927998e-30	M2_vs_M1	HSALNG0118660	anti_sense	Q50	hsa-miR-619-5p	Blood protein measurement,-	CD300A	PSMC5
ENSG00000250748	MSRB3-AS1	2.81734785477106	0.0188025195201324	M2_vs_M1	HSALNG0091992	integenic	Not conserved	hsa-miR-6089	Creatinine measurement	WIF1	TFAP2C
ENSG00000273314	ENSG00000273314	-1.46188597957439	1.99278409987298e-9	M2_vs_M1	HSALNG0062087	anti_sense	Q50	hsa-miR-668-5p	NA	EZH2	EDEM2
ENSG00000283648	ENSG00000283648	-3.40824815811988	5.16162700999487e-34	M2_vs_M1	HSALNG0062073	anti_sense	Q50	hsa-miR-6791-3p	Protein measurement,Parkinson's disease symptom measurement,Psoriasis; Inflammatory bowel disease; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,Gut microbiome measurement,Crohn's disease,Asparagine measurement,Uterine fibroid measurement,Chronic kidney disease; Diabetic nephropathy,Cardiovascular event measurement; Response to angiotensin-converting enzyme inhibitor; Response to angiotensin receptor blocker,-	EZH2	CPXM1
ENSG00000253507	ENSG00000253507	3.58978241579111	2.68020336009734e-23	M2_vs_M1	HSALNG0068646	integenic	Q75	NA	Serum igg glycosylation measurement	EFR3A	XRN2
ENSG00000288162	ENSG00000288162	1.72444601085892	4.2400683827168e-17	M2_vs_M1	HSALNG0055417	integenic	Not conserved	hsa-miR-1233-5p	Balding measurement,Glaucoma; Open-angle glaucoma; Lymphocyte count,-	FAM120B	SLC8B1
ENSG00000253508	ENSG00000253508	2.8314393517327	0.00134901433161305	M2_vs_M1	HSALNG0056867	integenic	Q75	NA	Ulcerative colitis,Heel bone mineral density,Serum alanine aminotransferase measurement; Sex hormone-binding globulin measurement; Low density lipoprotein triglyceride measurement; Bmi-adjusted waist circumference; Body fat percentage; High density lipoprotein cholesterol measurement; Bmi-adjusted waist-hip ratio; Aspartate aminotransferase measurement,Diuretic use measurement,-	HOXA13	IGBP1
ENSG00000233016	SNHG7	1.65056114608761	5.30391329244292e-53	M2_vs_M1	HSALNG0075291	anti_sense	Q90	hsa-miR-6089,hsa-miR-6829-3p	Body height,-	NA	BLVRB
ENSG00000235989	MORC2-AS1	-1.65502612324724	0.0237501178328306	M2_vs_M1	HSALNG0134927	anti_sense	Q50	NA	-	OSBP2	SPTLC1
ENSG00000163597	SNHG16	-1.8034300071136	2.1824763867739493e-42	M2_vs_M1	HSALNG0118862	integenic	Not conserved	NA	Adolescent idiopathic scoliosis,Macular telangiectasia type 2,-	PRCD	P3H2
ENSG00000243926	TIPARP-AS1	3.2871111802729	1.92621154942572e-5	M2_vs_M1	HSALNG0030062	anti_sense	Q75	hsa-miR-6727-5p	-	SSR3	PABPC4
