Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000117242	PINK1-AS	-1.33478678751669	2.47773301119192e-5	M1_vs_M2	HSALNG0001460	intronic_antisense	Not conserved	NA	-	DDOST	TIPIN
ENSG00000125462	MIR9-1HG	7.70412334324543	2.75394651295075e-12	M1_vs_M2	HSALNG0007588	sense	Not conserved	NA	NA	MEF2D	KRT8P46
ENSG00000132832	NA	4.95365279661267	0.0299601609367528	M1_vs_M2	HSALNG0146964	integenic	Not conserved	NA	NA	ADA	NIPAL4
ENSG00000136315	RNASE2CP	-3.13296671196145	2.70282028245252e-9	M1_vs_M2	HSALNG0099840	integenic	Not conserved	NA	NA	RNASE3	ZNF252P
ENSG00000162888	C1orf147	2.76059165616955	3.7581705352962895e-11	M1_vs_M2	NA	NA	NA	NA	NA	EIF2D	IGSF22
ENSG00000163597	SNHG16	1.80342989754639	2.1476263218114097e-42	M1_vs_M2	HSALNG0118862	integenic	Not conserved	NA	Adolescent idiopathic scoliosis,Macular telangiectasia type 2,-	PRCD	GRB2
ENSG00000167912	TOX-DT	-3.35531269330017	2.8182719290627e-4	M1_vs_M2	HSALNG0065583	anti_sense	Q75	hsa-miR-1237-5p,hsa-miR-4467,hsa-miR-3960,hsa-miR-1199-5p,hsa-miR-6763-5p	-	SDCBP	ENSG00000267546
ENSG00000167920	KRT10-AS1	-1.87402611702268	1.8536172208049e-40	M1_vs_M2	HSALNG0116399	anti_sense	Q75	hsa-miR-3960	Leukocyte count,-	KRTAP4-7	ENSG00000239246
ENSG00000172965	MIR4435-2HG	-1.56754813209292	1.55428129771117e-56	M1_vs_M2	HSALNG0017878	integenic	Q50	NA	NA	ANAPC1	NDUFB6
ENSG00000174370	KCNJ5-AS1	-1.54377457515331	3.3573601259166598e-18	M1_vs_M2	NA	NA	NA	NA	NA	TP53AIP1	WDR76
ENSG00000174403	CRMA	4.16518151628417	5.95228429788373e-6	M1_vs_M2	HSALNG0131539	integenic	Q50	hsa-miR-612,hsa-miR-762,hsa-miR-4472,hsa-miR-1343-3p,hsa-miR-6775-3p,hsa-miR-6810-3p,hsa-miR-6877-3p	Brain stem volume measurement; Brain volume measurement,Brain volume measurement,-	GATA5	SPATA33
ENSG00000175061	SNHG29	-1.94008359646515	1.1824921421410198e-98	M1_vs_M2	HSALNG0114857	anti_sense	Q50	hsa-miR-762,hsa-miR-4520-5p,hsa-miR-6773-5p	Parental longevity,-	TRPV2	SURF6
ENSG00000175728	LINC02873	-5.48344013146433	0.00924409248610454	M1_vs_M2	HSALNG0088239	integenic	Q75	NA	-	ADAMTS15	CRYAB
ENSG00000176349	NA	4.082411195617	2.26316606832638e-16	M1_vs_M2	NA	NA	NA	NA	NA	ELFN1	ZNF462
ENSG00000176659	LINC02910	-4.78753664636366	4.61355328258008e-42	M1_vs_M2	HSALNG0131382	integenic	Not conserved	NA	NA	CDH26	CCL21
ENSG00000176728	TTTY14	-1.12990242871328	8.69481902631421e-5	M1_vs_M2	HSALNG0151340	integenic	Not conserved	hsa-miR-30b-3p	NA	HSFY2	RPL21P125
ENSG00000177335	LINC02904	2.60463695925012	2.55320956221328e-22	M1_vs_M2	HSALNG0069224	integenic	Not conserved	hsa-miR-210-5p,hsa-miR-326,hsa-miR-331-3p,hsa-miR-939-3p,hsa-miR-4292,hsa-miR-1343-3p,hsa-miR-6735-5p	-	LY6E	UBTD2
ENSG00000177699	NA	1.96741075980328	3.5180759075936097e-12	M1_vs_M2	HSALNG0107519	anti_sense	Q90	NA	Rr interval,-	MORF4L1	ENSG00000230647
ENSG00000177738	ANXA2R-OT1	1.17091286567243	1.17608044194172e-9	M1_vs_M2	HSALNG0041489	integenic	Not conserved	hsa-miR-619-5p	Conotruncal heart malformations	ANXA2R	ENSG00000287557
ENSG00000177757	FAM87B	4.62383012877687	0.0410627444722433	M1_vs_M2	HSALNG0000041	integenic	Not conserved	NA	Unipolar depression,Circadian rhythm,-	SAMD11	FAM87B
ENSG00000177822	TENM3-AS1	1.49471103828219	0.0119117191068938	M1_vs_M2	HSALNG0038869	integenic	Q90	NA	NA	DCTD	RLN1
ENSG00000178803	ADORA2A-AS1	6.11180554196396	1.99073923771699e-4	M1_vs_M2	HSALNG0134495	anti_sense	Q50	hsa-miR-370-3p,hsa-miR-6807-3p	Alcohol consumption measurement,Acne,Sodium measurement,Glucagon measurement,Coffee consumption measurement,Supramarginal gyrus volume measurement,Tea consumption measurement,Cups of coffee per day measurement,Serum gamma-glutamyl transferase measurement,Coffee consumption measurement; Tea consumption measurement,Alcohol use disorder measurement; Alcohol consumption measurement,-	GUCD1	MIR186
ENSG00000178977	LINC00324	-1.50342611249598	0.0428154739961234	M1_vs_M2	HSALNG0114404	overlap_sense,sense	Q75	hsa-miR-23a-5p,hsa-miR-1260b,hsa-miR-4526	Apolipoprotein a 1 measurement,Mitochondrial dna measurement,Panic disorder; Anxiety disorder,Diastolic blood pressure,-,Neuroticism measurement,Monocyte count	CTC1	KIF20A
ENSG00000179743	SPEN-AS1	-1.15218988492124	1.51599331855305e-6	M1_vs_M2	HSALNG0001121	intronic_antisense	Q50	hsa-miR-30b-3p	NA	UQCRHL	MACORIS
ENSG00000180066	LINC02870	-2.13738772998552	0.00177423076353261	M1_vs_M2	HSALNG0081790	integenic	Q50	hsa-miR-1227-5p,hsa-miR-4485-5p,hsa-miR-4514,hsa-miR-4763-3p,hsa-miR-5001-3p,hsa-miR-6813-5p	-	PWWP2B	SEPSECS-AS1
ENSG00000180539	LINC02908	-1.1104899332505	3.4889265572099e-11	M1_vs_M2	HSALNG0075339	anti_sense	Q50	hsa-miR-210-5p,hsa-miR-619-5p,hsa-miR-4308,hsa-miR-4270,hsa-miR-6752-3p	Leukocyte count,Lymphocyte count,-	PAXX	EDNRA
